XMIN,XMAX,YMIN,YMAX,can_cover,layer,path,fid,left,top,right,bottom,id,plot_id,21-Nov,top_2,right_2,bottom_2,id_2,plot_id_2,57DAS_DAS,,DAS,leaf_angle_DAS,DAS,VLADF_DAS,,Height,leaf_angle_height,VLADF_height,Height,VLADF_height_rounded,,,Height,Leaf_Angle_Height,VLADF_Height,,leaf_angle_DAS,VLADF_DAS,,VLADF (av),,leaf_angle (av),leaf_angle (av in radians),LAI
78.39887956,78.39888857,17.32425441,17.3242634,0.849027478,farm1007,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",20,78.39886365,17.32428468,78.39891765,17.32423168,20,3,49,17.32428468,78.39891765,17.32423168,20,3,35,,33,33,33,1.698,,1.1,33.10649032,1.7555,1.1,1.8,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,2.700394043
78.39888857,78.39889759,17.32425441,17.3242634,0.833667799,farm1008,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",20,78.39886365,17.32428468,78.39891765,17.32423168,20,3,49,17.32428468,78.39891765,17.32423168,20,3,35,,34,32.96614137,34,1.689,,1.2,33.2340942,1.903,1.2,1.9,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,2.65154146
78.39889759,78.3989066,17.32425441,17.3242634,0.813368324,farm1009,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",20,78.39886365,17.32428468,78.39891765,17.32423168,20,3,49,17.32428468,78.39891765,17.32423168,20,3,35,,35,33.16770453,35,1.68,,1.3,32.50455307,2.0505,1.3,2.1,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,2.586977493
78.39878065,78.39878966,17.32450622,17.3245152,0.135149738,farm100,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,18.4,17.32454968,78.39880965,17.32449668,1,18,35,,36,33.36926769,36,1.671,,1.4,31.77501195,2.198,1.4,2.2,,,0.2,31,1.6,,33.16770453,1.68,,1.64,,32.08385227,0.560194246,0.41713607
78.39890654,78.39891555,17.32425441,17.3242634,0.817999383,farm1010,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",20,78.39886365,17.32428468,78.39891765,17.32423168,20,3,49,17.32428468,78.39891765,17.32423168,20,3,35,,37,33.57083086,37,1.662,,1.5,31.04547082,2.3455,1.5,2.3,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,2.601706915
78.39891555,78.39892457,17.32425441,17.3242634,0.351458784,farm1011,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,48.6,17.32428468,78.39897165,17.32423168,27,24,35,,38,33.77239402,38,1.653,,1.6,30.3159297,2.493,1.6,2.5,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,1.117840389
78.39891555,78.39892457,17.32425441,17.3242634,0.351458784,farm1011,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",20,78.39886365,17.32428468,78.39891765,17.32423168,20,3,49,17.32428468,78.39891765,17.32423168,20,3,35,,39,33.97395718,39,1.644,,1.7,28.8859788,2.6405,1.7,2.6,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,1.117840389
78.39892457,78.39893358,17.32425441,17.3242634,0.587295462,farm1012,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,48.6,17.32428468,78.39897165,17.32423168,27,24,35,,40,34.17552034,40,1.635,,1.8,27.45602789,2.788,1.8,2.8,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,1.867936207
78.39893352,78.39894253,17.32425441,17.3242634,0.762851189,farm1013,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,48.6,17.32428468,78.39897165,17.32423168,27,24,35,,41,34.18819461,41,1.626,,1.9,26.02609199,2.9355,1.9,2.9,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,2.426304048
78.39894253,78.39895155,17.32425441,17.3242634,0.78863075,farm1014,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,48.6,17.32428468,78.39897165,17.32423168,27,24,35,,42,34.20086888,42,1.617,,2,25.45328609,3.08,2,3.1,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,2.50829783
78.39895155,78.39896056,17.32425441,17.3242634,0.743284964,farm1015,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,48.6,17.32428468,78.39897165,17.32423168,27,24,35,,43,34.21354315,43,1.608,,2.1,24.88048019,3.08,2.1,3.1,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,2.36407224
78.3989605,78.39896951,17.32425441,17.3242634,0.516247299,farm1016,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,48.6,17.32428468,78.39897165,17.32423168,27,24,35,,44,34.22621742,44,1.664615,,2.2,24.31048019,3.08,2.2,3.1,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,1.641962323
78.39896951,78.39897853,17.32425441,17.3242634,0.295538747,farm1017,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,48.6,17.32428468,78.39902565,17.32423168,34,25,35,,45,34.23889169,45,1.72123,,2.3,23.74048019,3.08,2.3,3.1,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,0.939982617
78.39896951,78.39897853,17.32425441,17.3242634,0.295538747,farm1017,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,48.6,17.32428468,78.39897165,17.32423168,27,24,35,,46,33.96413602,46,1.777845,,2.4,23.17048019,3.08,2.4,3.1,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,0.939982617
78.39896951,78.39897853,17.32425441,17.3242634,0.295538747,farm1017,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,49.4,17.32428468,78.39902565,17.32423168,34,25,35,,47,33.68938034,47,1.83446,,2.5,22.60048019,3.08,2.5,3.1,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,0.939982617
78.39896951,78.39897853,17.32425441,17.3242634,0.295538747,farm1017,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,49.4,17.32428468,78.39897165,17.32423168,27,24,35,,48,33.41462467,48,1.891075,,,,,,,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,0.939982617
78.39897853,78.39898754,17.32425441,17.3242634,0.624035196,farm1018,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,49.4,17.32428468,78.39902565,17.32423168,34,25,35,,49,33.13986899,49,1.94769,,,,,,,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,1.984789622
78.39898748,78.39899649,17.32425441,17.3242634,0.769604816,farm1019,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,49.4,17.32428468,78.39902565,17.32423168,34,25,35,,50,32.86511331,50,2.004305,,,,,,,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,2.447784455
78.39878966,78.39879868,17.32450622,17.3245152,0.191378512,farm101,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,18.4,17.32454968,78.39880965,17.32449668,1,18,35,,51,32.59035764,51,2.06092,,,,,,,,,0.2,31,1.6,,33.16770453,1.68,,1.64,,32.08385227,0.560194246,0.590684687
78.39899649,78.39900551,17.32425441,17.3242634,0.823633838,farm1020,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,49.4,17.32428468,78.39902565,17.32423168,34,25,35,,52,32.31560196,52,2.117535,,,,,,,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,2.619627712
78.39900551,78.39901452,17.32425441,17.3242634,0.457317073,farm1021,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,49.4,17.32428468,78.39902565,17.32423168,34,25,35,,53,31.82701068,53,2.17415,,,,,,,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,1.454530428
78.39901446,78.39902347,17.32425441,17.3242634,0.415560358,farm1022,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,49.4,17.32428468,78.39902565,17.32423168,34,25,35,,54,31.33841939,54,2.230765,,,,,,,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,1.321720139
78.39902347,78.39903249,17.32425441,17.3242634,0.141517444,farm1023,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,49.4,17.32428468,78.39902565,17.32423168,34,25,35,,55,30.84982811,55,2.28738,,,,,,,,,0.5,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,0.450106589
78.39875367,78.39876268,17.32424543,17.32425441,0.000656067,farm1025,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",6,78.39875565,17.32428468,78.39880965,17.32423168,6,1,36.6,17.32428468,78.39880965,17.32423168,6,1,35,,56,30.36123683,56,2.343995,,,,,,,,,0.4,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,0.002086668
78.39876268,78.3987717,17.32424543,17.32425441,0.005943192,farm1026,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",6,78.39875565,17.32428468,78.39880965,17.32423168,6,1,36.6,17.32428468,78.39880965,17.32423168,6,1,35,,57,29.87264554,57,2.40061,,,,,,,,,0.4,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,0.018902758
78.39877164,78.39878065,17.32424543,17.32425441,0.047622723,farm1027,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",6,78.39875565,17.32428468,78.39880965,17.32423168,6,1,36.6,17.32428468,78.39880965,17.32423168,6,1,35,,58,29.38405426,58,2.457225,,,,,,,,,0.4,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,0.151467557
78.39878065,78.39878966,17.32424543,17.32425441,0.160311825,farm1028,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",6,78.39875565,17.32428468,78.39880965,17.32423168,6,1,36.6,17.32428468,78.39880965,17.32423168,6,1,35,,59,28.89546298,59,2.51384,,,,,,,,,0.4,31,1.7,,33.16770453,1.68,,1.69,,32.08385227,0.560194246,0.509883493
