fid,left,top,right,bottom,id,plot_id,1/7/2024 Height (cm),fid_2,left_2,top_2,right_2,bottom_2,id_2,plot_id_2,101_DAS,XMIN,XMAX,YMIN,YMAX,can_cover,layer,path,,,,,,,,,DAS,leaf_angle_DAS,DAS,VLADF_DAS,,Height,leaf_angle_height,VLADF_height,Height,VLADF_height_rounded,,,1/7/2024 Height (m),Leaf_Angle_Height,VLADF_Height,,leaf_angle_DAS,VLADF_DAS,,VLADF (av),,leaf_angle (av),leaf_angle (av in radians),LAI
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39880935,78.39881834,17.32450024,17.32450921,0.910024351,farm135,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,33,33,33,1.698,,1.1,33.10649032,1.7555,1.1,1.8,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,4.269800931
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.3987554,78.39876439,17.32449126,17.32450024,0.588798701,farm161,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,34,32.96614137,34,1.689,,1.2,33.2340942,1.903,1.2,1.9,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,2.762621947
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39876439,78.39877338,17.32449126,17.32450024,0.576785714,farm162,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,35,33.16770453,35,1.68,,1.3,32.50455307,2.0505,1.3,2.1,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,2.706257452
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39877338,78.39878237,17.32449126,17.32450024,0.428977273,farm163,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,36,33.36926769,36,1.671,,1.4,31.77501195,2.198,1.4,2.2,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,2.012745656
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39878237,78.39879136,17.32449126,17.32450024,0.41773539,farm164,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,37,33.57083086,37,1.662,,1.5,31.04547082,2.3455,1.5,2.3,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,1.959999152
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39879136,78.39880036,17.32449126,17.32450024,0.730762987,farm165,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,38,33.77239402,38,1.653,,1.6,30.3159297,2.493,1.6,2.5,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,3.428713177
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39880036,78.39880935,17.32449126,17.32450024,0.545779221,farm166,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,39,33.97395718,39,1.644,,1.7,28.8859788,2.6405,1.7,2.6,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,2.560776119
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39880935,78.39881834,17.32449126,17.32450024,0.611850649,farm167,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,40,34.17552034,40,1.635,,1.8,27.45602789,2.788,1.8,2.8,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,2.870780843
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.3987554,78.39876439,17.32453618,17.32454516,0.05211039,farm1,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,41,34.18819461,41,1.626,,1.9,26.02609199,2.9355,1.9,2.9,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,0.24450004
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39876439,78.39877338,17.32453618,17.32454516,0.047321429,farm2,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,42,34.20086888,42,1.617,,2,25.45328609,3.08,2,3.1,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,0.22203041
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.3987554,78.39876439,17.32452721,17.32453618,0.811810065,farm33,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,43,34.21354315,43,1.608,,2.1,24.88048019,3.08,2.1,3.1,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,3.808983099
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39876439,78.39877338,17.32452721,17.32453618,0.744318182,farm34,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,44,34.22621742,44,1.664615,,2.2,24.31048019,3.08,2.2,3.1,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,3.492313655
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39877338,78.39878237,17.32452721,17.32453618,0.707954545,farm35,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,45,34.23889169,45,1.72123,,2.3,23.74048019,3.08,2.3,3.1,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,3.321696804
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39878237,78.39879136,17.32452721,17.32453618,0.782183442,farm36,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,46,33.96413602,46,1.777845,,2.4,23.17048019,3.08,2.4,3.1,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,3.669976067
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39879136,78.39880036,17.32452721,17.32453618,0.747280844,farm37,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,47,33.68938034,47,1.83446,,2.5,22.60048019,3.08,2.5,3.1,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,3.506214358
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39880036,78.39880935,17.32452721,17.32453618,0.763717532,farm38,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,48,33.41462467,48,1.891075,,,,,,,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,3.583334698
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39880935,78.39881834,17.32452721,17.32453618,0.815178571,farm39,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,49,33.13986899,49,1.94769,,,,,,,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,3.824788008
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39877338,78.39878237,17.32453618,17.32454516,0.060227273,farm3,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,50,32.86511331,50,2.004305,,,,,,,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,0.282584158
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39878237,78.39879136,17.32453618,17.32454516,0.067288961,farm4,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,51,32.59035764,51,2.06092,,,,,,,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,0.315717341
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39879136,78.39880036,17.32453618,17.32454516,0.042126623,farm5,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,52,32.31560196,52,2.117535,,,,,,,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,0.197656574
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.3987554,78.39876439,17.32451824,17.32452721,0.672362013,farm65,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,53,31.82701068,53,2.17415,,,,,,,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,3.154697945
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39876439,78.39877338,17.32451824,17.32452721,0.564894481,farm66,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,54,31.33841939,54,2.230765,,,,,,,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,2.650464218
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39877338,78.39878237,17.32451824,17.32452721,0.553043831,farm67,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,55,30.84982811,55,2.28738,,,,,,,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,2.594861405
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39878237,78.39879136,17.32451824,17.32452721,0.796306818,farm68,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,56,30.36123683,56,2.343995,,,,,,,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,3.736242433
1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,119.2,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,83,78.39879136,78.39880036,17.32451824,17.32452721,0.897727273,farm69,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",,,,,,,,,57,29.87264554,57,2.40061,,,,,,,,,1.2,33.2340942,1.9,,28.31763631,2.90332,,2.40166,,30.77586526,0.537356377,4.212103492
