XMIN,XMAX,YMIN,YMAX,can_cover,layer,path,top,right,bottom,id,plot_id,57DAS_DAS,fid,left,top_2,right_2,bottom_2,id_2,plot_id_2,25-Jan,,DAS,leaf_angle_DAS,DAS,VLADF_DAS,,Height,leaf_angle_height,VLADF_height,Height,VLADF_height_rounded,,,Height,Leaf_Angle_Height,VLADF_Height,,leaf_angle_DAS,VLADF_DAS,,VLADF (av),,leaf_angle (av),leaf_angle (av in radians),LAI
78.39890458,78.39891355,17.32425862,17.32426758,0.7475,farm1009,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39891765,17.32423168,20,3,101,20,78.39886365,17.32428468,78.39891765,17.32423168,20,3,216.2,,35,33.16770453,35,1.68,,1.3,32.50455307,2.0505,1.3,2.1,,,2.2,24.31048019,3.1,,31.29165804,2.43,,2.765,,27.80106912,0.485415492,4.429799144
78.39881467,78.39882364,17.32451941,17.32452838,0.966367187,farm100,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39886365,17.32449668,8,17,101,8,78.39880965,17.32454968,78.39886365,17.32449668,8,17,127.8,,36,33.36926769,36,1.671,,1.4,31.77501195,2.198,1.4,2.2,,,1.3,32.50455307,2.1,,31.29165804,2.43,,2.265,,31.89810556,0.556951049,4.140786293
78.39881467,78.39882364,17.32451941,17.32452838,0.966367187,farm100,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39880965,17.32449668,1,18,101,1,78.39875565,17.32454968,78.39880965,17.32449668,1,18,84.8,,37,33.57083086,37,1.662,,1.5,31.04547082,2.3455,1.5,2.3,,,0.8,31.33559615,1.6,,31.29165804,2.43,,2.015,,31.3136271,0.54674587,3.745319346
78.3989136,78.39892257,17.32425862,17.32426758,0.575546875,farm1010,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39897165,17.32423168,27,24,101,27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,206.6,,38,33.77239402,38,1.653,,1.6,30.3159297,2.493,1.6,2.5,,,2.1,24.88048019,3.1,,31.29165804,2.43,,2.765,,28.08606912,0.490391683,3.378946049
78.3989136,78.39892257,17.32425862,17.32426758,0.575546875,farm1010,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39891765,17.32423168,20,3,101,20,78.39886365,17.32428468,78.39891765,17.32423168,20,3,216.2,,39,33.97395718,39,1.644,,1.7,28.8859788,2.6405,1.7,2.6,,,2.2,24.31048019,3.1,,31.29165804,2.43,,2.765,,27.80106912,0.485415492,3.410778667
78.39892257,78.39893154,17.32425862,17.32426758,0.505820313,farm1011,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39897165,17.32423168,27,24,101,27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,206.6,,40,34.17552034,40,1.635,,1.8,27.45602789,2.788,1.8,2.8,,,2.1,24.88048019,3.1,,31.29165804,2.43,,2.765,,28.08606912,0.490391683,2.969592262
78.39893154,78.39894051,17.32425862,17.32426758,0.70546875,farm1012,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39897165,17.32423168,27,24,101,27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,206.6,,41,34.18819461,41,1.626,,1.9,26.02609199,2.9355,1.9,2.9,,,2.1,24.88048019,3.1,,31.29165804,2.43,,2.765,,28.08606912,0.490391683,4.141697139
78.39894056,78.39894953,17.32425862,17.32426758,0.80640625,farm1013,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39897165,17.32423168,27,24,101,27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,206.6,,42,34.20086888,42,1.617,,2,25.45328609,3.08,2,3.1,,,2.1,24.88048019,3.1,,31.29165804,2.43,,2.765,,28.08606912,0.490391683,4.734285478
78.39894953,78.3989585,17.32425862,17.32426758,0.533632813,farm1014,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39897165,17.32423168,27,24,101,27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,206.6,,43,34.21354315,43,1.608,,2.1,24.88048019,3.08,2.1,3.1,,,2.1,24.88048019,3.1,,31.29165804,2.43,,2.765,,28.08606912,0.490391683,3.132875117
78.39895855,78.39896752,17.32425862,17.32426758,0.660429688,farm1015,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39897165,17.32423168,27,24,101,27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,206.6,,44,34.22621742,44,1.664615,,2.2,24.31048019,3.08,2.2,3.1,,,2.1,24.88048019,3.1,,31.29165804,2.43,,2.765,,28.08606912,0.490391683,3.877279819
78.39896752,78.39897649,17.32425862,17.32426758,0.62609375,farm1016,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39897165,17.32423168,27,24,101,34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,192,,45,34.23889169,45,1.72123,,2.3,23.74048019,3.08,2.3,3.1,,,1.9,26.02609199,2.9,,31.29165804,2.43,,2.665,,28.65887502,0.500393056,3.477787923
78.39896752,78.39897649,17.32425862,17.32426758,0.62609375,farm1016,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39897165,17.32423168,27,24,101,27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,206.6,,46,33.96413602,46,1.777845,,2.4,23.17048019,3.08,2.4,3.1,,,2.1,24.88048019,3.1,,31.29165804,2.43,,2.765,,28.08606912,0.490391683,3.675698878
78.39896752,78.39897649,17.32425862,17.32426758,0.62609375,farm1016,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39902565,17.32423168,34,25,101,34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,192,,47,33.68938034,47,1.83446,,2.5,22.60048019,3.08,2.5,3.1,,,1.9,26.02609199,2.9,,31.29165804,2.43,,2.665,,28.65887502,0.500393056,3.477787923
78.39896752,78.39897649,17.32425862,17.32426758,0.62609375,farm1016,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39902565,17.32423168,34,25,101,27,78.39891765,17.32428468,78.39897165,17.32423168,27,24,206.6,,48,33.41462467,48,1.891075,,,,,,,,,2.1,24.88048019,3.1,,31.29165804,2.43,,2.765,,28.08606912,0.490391683,3.675698878
78.39897655,78.39898552,17.32425862,17.32426758,0.354414063,farm1017,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39902565,17.32423168,34,25,101,34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,192,,49,33.13986899,49,1.94769,,,,,,,,,1.9,26.02609199,2.9,,31.29165804,2.43,,2.665,,28.65887502,0.500393056,1.968677928
78.39898552,78.39899448,17.32425862,17.32426758,0.571171875,farm1018,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39902565,17.32423168,34,25,101,34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,192,,50,32.86511331,50,2.004305,,,,,,,,,1.9,26.02609199,2.9,,31.29165804,2.43,,2.665,,28.65887502,0.500393056,3.172711194
78.39899454,78.39900351,17.32425862,17.32426758,0.788984375,farm1019,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39902565,17.32423168,34,25,101,34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,192,,51,32.59035764,51,2.06092,,,,,,,,,1.9,26.02609199,2.9,,31.29165804,2.43,,2.665,,28.65887502,0.500393056,4.382602974
78.39882364,78.39883261,17.32451941,17.32452838,0.931367188,farm101,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32454968,78.39886365,17.32449668,8,17,101,8,78.39880965,17.32454968,78.39886365,17.32449668,8,17,127.8,,52,32.31560196,52,2.117535,,,,,,,,,1.3,32.50455307,2.1,,31.29165804,2.43,,2.265,,31.89810556,0.556951049,3.99081481
78.39900351,78.39901248,17.32425862,17.32426758,0.7403125,farm1020,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39902565,17.32423168,34,25,101,34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,192,,53,31.82701068,53,2.17415,,,,,,,,,1.9,26.02609199,2.9,,31.29165804,2.43,,2.665,,28.65887502,0.500393056,4.112243369
78.39901248,78.39902144,17.32425862,17.32426758,0.672382813,farm1021,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39902565,17.32423168,34,25,101,34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,192,,54,31.33841939,54,2.230765,,,,,,,,,1.9,26.02609199,2.9,,31.29165804,2.43,,2.665,,28.65887502,0.500393056,3.734911625
78.3990215,78.39903047,17.32425862,17.32426758,0.332265625,farm1022,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39902565,17.32423168,34,25,101,34,78.39897165,17.32428468,78.39902565,17.32423168,34,25,192,,55,30.84982811,55,2.28738,,,,,,,,,1.9,26.02609199,2.9,,31.29165804,2.43,,2.665,,28.65887502,0.500393056,1.845649119
78.39876069,78.39876966,17.32424959,17.32425856,0.39890625,farm1024,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39880965,17.32423168,6,1,101,6,78.39875565,17.32428468,78.39880965,17.32423168,6,1,184.6,,56,30.36123683,56,2.343995,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,2.125881541
78.39876966,78.39877863,17.32424959,17.32425856,0.777773438,farm1025,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39880965,17.32423168,6,1,101,6,78.39875565,17.32428468,78.39880965,17.32423168,6,1,184.6,,57,29.87264554,57,2.40061,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,4.144969386
78.39877869,78.39878765,17.32424959,17.32425856,0.859609375,farm1026,"Polygon?crs=GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""",17.32428468,78.39880965,17.32423168,6,1,101,6,78.39875565,17.32428468,78.39880965,17.32423168,6,1,184.6,,58,29.38405426,58,2.457225,,,,,,,,,1.8,27.45602789,2.8,,31.29165804,2.43,,2.615,,29.37384297,0.512876623,4.581095691
